path,filename,width,height,fps,total_frames,duration,label,is_anomaly,aspect_ratio
./Anomaly-Videos-Part-1/Arrest/Arrest025_x264.mp4,Arrest025_x264.mp4,320,240,30.0,1057,35.233333333333334,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest026_x264.mp4,Arrest026_x264.mp4,320,240,30.0,6486,216.2,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest027_x264.mp4,Arrest027_x264.mp4,320,240,30.0,1708,56.93333333333333,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest028_x264.mp4,Arrest028_x264.mp4,320,240,30.0,2495,83.16666666666667,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest029_x264.mp4,Arrest029_x264.mp4,320,240,30.0,7766,258.8666666666667,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest030_x264.mp4,Arrest030_x264.mp4,320,240,30.0,8642,288.06666666666666,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest031_x264.mp4,Arrest031_x264.mp4,320,240,30.0,1848,61.6,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest032_x264.mp4,Arrest032_x264.mp4,320,240,30.0,1684,56.13333333333333,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest033_x264.mp4,Arrest033_x264.mp4,320,240,30.0,7745,258.1666666666667,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest034_x264.mp4,Arrest034_x264.mp4,320,240,30.0,11620,387.3333333333333,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest035_x264.mp4,Arrest035_x264.mp4,320,240,30.0,6187,206.23333333333332,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest036_x264.mp4,Arrest036_x264.mp4,320,240,30.0,3827,127.56666666666666,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest037_x264.mp4,Arrest037_x264.mp4,320,240,30.0,2132,71.06666666666666,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest038_x264.mp4,Arrest038_x264.mp4,320,240,30.0,2193,73.1,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest039_x264.mp4,Arrest039_x264.mp4,320,240,30.0,15835,527.8333333333334,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest040_x264.mp4,Arrest040_x264.mp4,320,240,30.0,1774,59.13333333333333,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest041_x264.mp4,Arrest041_x264.mp4,320,240,30.0,3847,128.23333333333332,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest042_x264.mp4,Arrest042_x264.mp4,320,240,30.0,1590,53.0,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest043_x264.mp4,Arrest043_x264.mp4,320,240,30.0,10799,359.96666666666664,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest044_x264.mp4,Arrest044_x264.mp4,320,240,30.0,3411,113.7,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest046_x264.mp4,Arrest046_x264.mp4,320,240,30.0,7883,262.76666666666665,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest047_x264.mp4,Arrest047_x264.mp4,320,240,30.0,63060,2102.0,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest048_x264.mp4,Arrest048_x264.mp4,320,240,30.0,4077,135.9,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest049_x264.mp4,Arrest049_x264.mp4,320,240,30.0,11799,393.3,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest050_x264.mp4,Arrest050_x264.mp4,320,240,29.970029,7111,237.2703743463178,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-1/Arrest/Arrest051_x264.mp4,Arrest051_x264.mp4,320,240,30.0,10800,360.0,Arrest,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary001_x264.mp4,Burglary001_x264.mp4,320,240,30.0,3969,132.3,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary002_x264.mp4,Burglary002_x264.mp4,320,240,30.0,3064,102.13333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary003_x264.mp4,Burglary003_x264.mp4,320,240,30.0,1173,39.1,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary004_x264.mp4,Burglary004_x264.mp4,320,240,30.0,1787,59.56666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary005_x264.mp4,Burglary005_x264.mp4,320,240,30.0,7729,257.6333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary006_x264.mp4,Burglary006_x264.mp4,320,240,30.0,8937,297.9,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary007_x264.mp4,Burglary007_x264.mp4,320,240,30.0,1085,36.166666666666664,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary008_x264.mp4,Burglary008_x264.mp4,320,240,30.0,4920,164.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary009_x264.mp4,Burglary009_x264.mp4,320,240,30.0,2557,85.23333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary010_x264.mp4,Burglary010_x264.mp4,320,240,30.0,5888,196.26666666666668,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary011_x264.mp4,Burglary011_x264.mp4,320,240,30.0,1964,65.46666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary012_x264.mp4,Burglary012_x264.mp4,320,240,30.0,1698,56.6,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary013_x264.mp4,Burglary013_x264.mp4,320,240,30.0,2234,74.46666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary014_x264.mp4,Burglary014_x264.mp4,320,240,30.0,2575,85.83333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary015_x264.mp4,Burglary015_x264.mp4,320,240,30.0,1121,37.36666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary016_x264.mp4,Burglary016_x264.mp4,320,240,30.0,5258,175.26666666666668,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary017_x264.mp4,Burglary017_x264.mp4,320,240,30.0,2113,70.43333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary018_x264.mp4,Burglary018_x264.mp4,320,240,30.0,1125,37.5,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary019_x264.mp4,Burglary019_x264.mp4,320,240,30.0,2891,96.36666666666666,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary020_x264.mp4,Burglary020_x264.mp4,320,240,30.0,3310,110.33333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary021_x264.mp4,Burglary021_x264.mp4,320,240,30.0,1537,51.233333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary022_x264.mp4,Burglary022_x264.mp4,320,240,30.0,2838,94.6,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary023_x264.mp4,Burglary023_x264.mp4,320,240,30.0,9944,331.46666666666664,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary024_x264.mp4,Burglary024_x264.mp4,320,240,30.0,3605,120.16666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary025_x264.mp4,Burglary025_x264.mp4,320,240,30.0,6214,207.13333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary026_x264.mp4,Burglary026_x264.mp4,320,240,30.0,1534,51.13333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary027_x264.mp4,Burglary027_x264.mp4,320,240,30.0,3096,103.2,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary028_x264.mp4,Burglary028_x264.mp4,320,240,30.0,954,31.8,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary029_x264.mp4,Burglary029_x264.mp4,320,240,30.0,5021,167.36666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary030_x264.mp4,Burglary030_x264.mp4,320,240,30.0,899,29.966666666666665,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary031_x264.mp4,Burglary031_x264.mp4,320,240,30.0,6257,208.56666666666666,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary032_x264.mp4,Burglary032_x264.mp4,320,240,30.0,15795,526.5,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary033_x264.mp4,Burglary033_x264.mp4,320,240,30.0,1259,41.96666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary034_x264.mp4,Burglary034_x264.mp4,320,240,30.0,1277,42.56666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary035_x264.mp4,Burglary035_x264.mp4,320,240,30.0,4050,135.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary036_x264.mp4,Burglary036_x264.mp4,320,240,30.0,1003,33.43333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary037_x264.mp4,Burglary037_x264.mp4,320,240,30.0,1920,64.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary038_x264.mp4,Burglary038_x264.mp4,320,240,30.0,899,29.966666666666665,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary039_x264.mp4,Burglary039_x264.mp4,320,240,30.0,9421,314.03333333333336,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary040_x264.mp4,Burglary040_x264.mp4,320,240,30.0,5702,190.06666666666666,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary041_x264.mp4,Burglary041_x264.mp4,320,240,30.0,1814,60.46666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary042_x264.mp4,Burglary042_x264.mp4,320,240,30.0,4233,141.1,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary043_x264.mp4,Burglary043_x264.mp4,320,240,30.0,539,17.966666666666665,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary044_x264.mp4,Burglary044_x264.mp4,320,240,30.0,6860,228.66666666666666,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary045_x264.mp4,Burglary045_x264.mp4,320,240,30.0,10957,365.23333333333335,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary046_x264.mp4,Burglary046_x264.mp4,320,240,30.0,2289,76.3,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary047_x264.mp4,Burglary047_x264.mp4,320,240,30.0,2760,92.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary048_x264.mp4,Burglary048_x264.mp4,320,240,30.0,1650,55.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary049_x264.mp4,Burglary049_x264.mp4,320,240,30.0,9218,307.26666666666665,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary050_x264.mp4,Burglary050_x264.mp4,320,240,30.0,1143,38.1,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary051_x264.mp4,Burglary051_x264.mp4,320,240,30.0,1262,42.06666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary052_x264.mp4,Burglary052_x264.mp4,320,240,30.0,9978,332.6,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary053_x264.mp4,Burglary053_x264.mp4,320,240,30.0,3271,109.03333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary054_x264.mp4,Burglary054_x264.mp4,320,240,30.0,450,15.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary055_x264.mp4,Burglary055_x264.mp4,320,240,30.0,2813,93.76666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary056_x264.mp4,Burglary056_x264.mp4,320,240,30.0,1415,47.166666666666664,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary057_x264.mp4,Burglary057_x264.mp4,320,240,30.0,5537,184.56666666666666,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary058_x264.mp4,Burglary058_x264.mp4,320,240,30.0,11430,381.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary059_x264.mp4,Burglary059_x264.mp4,320,240,30.0,445,14.833333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary060_x264.mp4,Burglary060_x264.mp4,320,240,30.0,766,25.533333333333335,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary061_x264.mp4,Burglary061_x264.mp4,320,240,30.0,8990,299.6666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary062_x264.mp4,Burglary062_x264.mp4,320,240,30.0,11254,375.1333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary063_x264.mp4,Burglary063_x264.mp4,320,240,30.0,4249,141.63333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary064_x264.mp4,Burglary064_x264.mp4,320,240,30.0,48624,1620.8,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary065_x264.mp4,Burglary065_x264.mp4,320,240,30.0,9372,312.4,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary066_x264.mp4,Burglary066_x264.mp4,320,240,30.0,2208,73.6,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary067_x264.mp4,Burglary067_x264.mp4,320,240,30.0,1312,43.733333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary068_x264.mp4,Burglary068_x264.mp4,320,240,30.0,664,22.133333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary069_x264.mp4,Burglary069_x264.mp4,320,240,30.0,2105,70.16666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary070_x264.mp4,Burglary070_x264.mp4,320,240,30.0,798,26.6,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary071_x264.mp4,Burglary071_x264.mp4,320,240,30.0,3583,119.43333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary072_x264.mp4,Burglary072_x264.mp4,320,240,30.0,2544,84.8,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary073_x264.mp4,Burglary073_x264.mp4,320,240,30.0,2769,92.3,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary074_x264.mp4,Burglary074_x264.mp4,320,240,30.0,2236,74.53333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary075_x264.mp4,Burglary075_x264.mp4,320,240,30.0,15599,519.9666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary076_x264.mp4,Burglary076_x264.mp4,320,240,30.0,12923,430.76666666666665,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary077_x264.mp4,Burglary077_x264.mp4,320,240,30.0,1906,63.53333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary078_x264.mp4,Burglary078_x264.mp4,320,240,30.0,300,10.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary079_x264.mp4,Burglary079_x264.mp4,320,240,30.0,14853,495.1,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary080_x264.mp4,Burglary080_x264.mp4,320,240,30.0,1159,38.63333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary081_x264.mp4,Burglary081_x264.mp4,320,240,30.0,415,13.833333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary082_x264.mp4,Burglary082_x264.mp4,320,240,30.0,2777,92.56666666666666,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary083_x264.mp4,Burglary083_x264.mp4,320,240,30.0,5880,196.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary084_x264.mp4,Burglary084_x264.mp4,320,240,30.0,4513,150.43333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary085_x264.mp4,Burglary085_x264.mp4,320,240,30.0,2880,96.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary086_x264.mp4,Burglary086_x264.mp4,320,240,30.0,3247,108.23333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary087_x264.mp4,Burglary087_x264.mp4,320,240,30.0,2217,73.9,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary088_x264.mp4,Burglary088_x264.mp4,320,240,30.0,4879,162.63333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary089_x264.mp4,Burglary089_x264.mp4,320,240,30.0,3357,111.9,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary090_x264.mp4,Burglary090_x264.mp4,320,240,30.0,2766,92.2,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary091_x264.mp4,Burglary091_x264.mp4,320,240,30.0,3323,110.76666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary092_x264.mp4,Burglary092_x264.mp4,320,240,30.0,625,20.833333333333332,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary093_x264.mp4,Burglary093_x264.mp4,320,240,30.0,762,25.4,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary094_x264.mp4,Burglary094_x264.mp4,320,240,30.0,1441,48.03333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary095_x264.mp4,Burglary095_x264.mp4,320,240,30.0,40655,1355.1666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary096_x264.mp4,Burglary096_x264.mp4,320,240,30.0,6629,220.96666666666667,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary097_x264.mp4,Burglary097_x264.mp4,320,240,30.0,300,10.0,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary098_x264.mp4,Burglary098_x264.mp4,320,240,30.0,901,30.033333333333335,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary099_x264.mp4,Burglary099_x264.mp4,320,240,30.0,1333,44.43333333333333,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-2/Burglary/Burglary100_x264.mp4,Burglary100_x264.mp4,320,240,30.0,7405,246.83333333333334,Burglary,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery001_x264.mp4,Robbery001_x264.mp4,320,240,30.0,987,32.9,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery002_x264.mp4,Robbery002_x264.mp4,320,240,30.0,3203,106.76666666666667,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery003_x264.mp4,Robbery003_x264.mp4,320,240,30.0,984,32.8,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery004_x264.mp4,Robbery004_x264.mp4,320,240,30.0,1529,50.96666666666667,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery005_x264.mp4,Robbery005_x264.mp4,320,240,30.0,2759,91.96666666666667,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery006_x264.mp4,Robbery006_x264.mp4,320,240,30.0,3399,113.3,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery007_x264.mp4,Robbery007_x264.mp4,320,240,30.0,2064,68.8,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery008_x264.mp4,Robbery008_x264.mp4,320,240,30.0,2257,75.23333333333333,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery009_x264.mp4,Robbery009_x264.mp4,320,240,30.0,3203,106.76666666666667,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery010_x264.mp4,Robbery010_x264.mp4,320,240,30.0,3061,102.03333333333333,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery011_x264.mp4,Robbery011_x264.mp4,320,240,30.0,1627,54.233333333333334,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery012_x264.mp4,Robbery012_x264.mp4,320,240,30.0,749,24.966666666666665,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery013_x264.mp4,Robbery013_x264.mp4,320,240,30.0,3639,121.3,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery014_x264.mp4,Robbery014_x264.mp4,320,240,30.0,15278,509.26666666666665,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery015_x264.mp4,Robbery015_x264.mp4,320,240,30.0,2739,91.3,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery016_x264.mp4,Robbery016_x264.mp4,320,240,30.0,1653,55.1,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery017_x264.mp4,Robbery017_x264.mp4,320,240,30.0,4358,145.26666666666668,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery018_x264.mp4,Robbery018_x264.mp4,320,240,30.0,2879,95.96666666666667,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery019_x264.mp4,Robbery019_x264.mp4,320,240,30.0,5761,192.03333333333333,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery020_x264.mp4,Robbery020_x264.mp4,320,240,30.0,4403,146.76666666666668,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery021_x264.mp4,Robbery021_x264.mp4,320,240,30.0,8223,274.1,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery022_x264.mp4,Robbery022_x264.mp4,320,240,30.0,3513,117.1,Robbery,True,1.3333333333333333
./Anomaly-Videos-Part-3/Robbery/Robbery023_x264.mp4,Robbery023_x264.mp4,320,240,30.0,1111,37.03333333333333,Robbery,True,1.3333333333333333
