video_path,video_name,features_extracted,frame_count,feature_dim,feature_file,label,is_anomaly
./Anomaly-Videos-Part-2/Burglary/Burglary001_x264.mp4,Burglary001_x264,True,265,2048,./processed_data/features/Burglary001_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary002_x264.mp4,Burglary002_x264,True,205,2048,./processed_data/features/Burglary002_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary003_x264.mp4,Burglary003_x264,True,79,2048,./processed_data/features/Burglary003_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary004_x264.mp4,Burglary004_x264,True,120,2048,./processed_data/features/Burglary004_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary005_x264.mp4,Burglary005_x264,True,300,2048,./processed_data/features/Burglary005_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary006_x264.mp4,Burglary006_x264,True,300,2048,./processed_data/features/Burglary006_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary007_x264.mp4,Burglary007_x264,True,73,2048,./processed_data/features/Burglary007_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary008_x264.mp4,Burglary008_x264,True,300,2048,./processed_data/features/Burglary008_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary009_x264.mp4,Burglary009_x264,True,171,2048,./processed_data/features/Burglary009_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary010_x264.mp4,Burglary010_x264,True,300,2048,./processed_data/features/Burglary010_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary011_x264.mp4,Burglary011_x264,True,131,2048,./processed_data/features/Burglary011_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary012_x264.mp4,Burglary012_x264,True,114,2048,./processed_data/features/Burglary012_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary013_x264.mp4,Burglary013_x264,True,149,2048,./processed_data/features/Burglary013_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary014_x264.mp4,Burglary014_x264,True,172,2048,./processed_data/features/Burglary014_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary015_x264.mp4,Burglary015_x264,True,75,2048,./processed_data/features/Burglary015_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary016_x264.mp4,Burglary016_x264,True,300,2048,./processed_data/features/Burglary016_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary017_x264.mp4,Burglary017_x264,True,141,2048,./processed_data/features/Burglary017_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary018_x264.mp4,Burglary018_x264,True,75,2048,./processed_data/features/Burglary018_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary019_x264.mp4,Burglary019_x264,True,193,2048,./processed_data/features/Burglary019_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary020_x264.mp4,Burglary020_x264,True,221,2048,./processed_data/features/Burglary020_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary021_x264.mp4,Burglary021_x264,True,103,2048,./processed_data/features/Burglary021_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary022_x264.mp4,Burglary022_x264,True,190,2048,./processed_data/features/Burglary022_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary023_x264.mp4,Burglary023_x264,True,300,2048,./processed_data/features/Burglary023_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary024_x264.mp4,Burglary024_x264,True,241,2048,./processed_data/features/Burglary024_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary025_x264.mp4,Burglary025_x264,True,300,2048,./processed_data/features/Burglary025_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary026_x264.mp4,Burglary026_x264,True,103,2048,./processed_data/features/Burglary026_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary027_x264.mp4,Burglary027_x264,True,207,2048,./processed_data/features/Burglary027_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary028_x264.mp4,Burglary028_x264,True,64,2048,./processed_data/features/Burglary028_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary029_x264.mp4,Burglary029_x264,True,300,2048,./processed_data/features/Burglary029_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary030_x264.mp4,Burglary030_x264,True,60,2048,./processed_data/features/Burglary030_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary031_x264.mp4,Burglary031_x264,True,300,2048,./processed_data/features/Burglary031_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary032_x264.mp4,Burglary032_x264,True,300,2048,./processed_data/features/Burglary032_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary033_x264.mp4,Burglary033_x264,True,84,2048,./processed_data/features/Burglary033_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary034_x264.mp4,Burglary034_x264,True,86,2048,./processed_data/features/Burglary034_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary035_x264.mp4,Burglary035_x264,True,270,2048,./processed_data/features/Burglary035_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary036_x264.mp4,Burglary036_x264,True,67,2048,./processed_data/features/Burglary036_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary037_x264.mp4,Burglary037_x264,True,128,2048,./processed_data/features/Burglary037_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary038_x264.mp4,Burglary038_x264,True,60,2048,./processed_data/features/Burglary038_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary039_x264.mp4,Burglary039_x264,True,300,2048,./processed_data/features/Burglary039_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary040_x264.mp4,Burglary040_x264,True,300,2048,./processed_data/features/Burglary040_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary041_x264.mp4,Burglary041_x264,True,121,2048,./processed_data/features/Burglary041_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary042_x264.mp4,Burglary042_x264,True,283,2048,./processed_data/features/Burglary042_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary043_x264.mp4,Burglary043_x264,True,36,2048,./processed_data/features/Burglary043_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary044_x264.mp4,Burglary044_x264,True,300,2048,./processed_data/features/Burglary044_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary045_x264.mp4,Burglary045_x264,True,300,2048,./processed_data/features/Burglary045_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary046_x264.mp4,Burglary046_x264,True,153,2048,./processed_data/features/Burglary046_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary047_x264.mp4,Burglary047_x264,True,184,2048,./processed_data/features/Burglary047_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary048_x264.mp4,Burglary048_x264,True,110,2048,./processed_data/features/Burglary048_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary049_x264.mp4,Burglary049_x264,True,300,2048,./processed_data/features/Burglary049_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary050_x264.mp4,Burglary050_x264,True,77,2048,./processed_data/features/Burglary050_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary051_x264.mp4,Burglary051_x264,True,85,2048,./processed_data/features/Burglary051_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary052_x264.mp4,Burglary052_x264,True,300,2048,./processed_data/features/Burglary052_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary053_x264.mp4,Burglary053_x264,True,219,2048,./processed_data/features/Burglary053_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary054_x264.mp4,Burglary054_x264,True,30,2048,./processed_data/features/Burglary054_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary055_x264.mp4,Burglary055_x264,True,188,2048,./processed_data/features/Burglary055_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary056_x264.mp4,Burglary056_x264,True,95,2048,./processed_data/features/Burglary056_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary057_x264.mp4,Burglary057_x264,True,300,2048,./processed_data/features/Burglary057_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary058_x264.mp4,Burglary058_x264,True,300,2048,./processed_data/features/Burglary058_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary059_x264.mp4,Burglary059_x264,True,30,2048,./processed_data/features/Burglary059_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary060_x264.mp4,Burglary060_x264,True,52,2048,./processed_data/features/Burglary060_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary061_x264.mp4,Burglary061_x264,True,300,2048,./processed_data/features/Burglary061_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary062_x264.mp4,Burglary062_x264,True,300,2048,./processed_data/features/Burglary062_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary063_x264.mp4,Burglary063_x264,True,284,2048,./processed_data/features/Burglary063_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary064_x264.mp4,Burglary064_x264,True,300,2048,./processed_data/features/Burglary064_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary065_x264.mp4,Burglary065_x264,True,300,2048,./processed_data/features/Burglary065_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary066_x264.mp4,Burglary066_x264,True,148,2048,./processed_data/features/Burglary066_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary067_x264.mp4,Burglary067_x264,True,88,2048,./processed_data/features/Burglary067_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary068_x264.mp4,Burglary068_x264,True,45,2048,./processed_data/features/Burglary068_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary069_x264.mp4,Burglary069_x264,True,141,2048,./processed_data/features/Burglary069_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary070_x264.mp4,Burglary070_x264,True,54,2048,./processed_data/features/Burglary070_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary071_x264.mp4,Burglary071_x264,True,239,2048,./processed_data/features/Burglary071_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary072_x264.mp4,Burglary072_x264,True,170,2048,./processed_data/features/Burglary072_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary073_x264.mp4,Burglary073_x264,True,185,2048,./processed_data/features/Burglary073_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary074_x264.mp4,Burglary074_x264,True,150,2048,./processed_data/features/Burglary074_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary075_x264.mp4,Burglary075_x264,True,300,2048,./processed_data/features/Burglary075_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary076_x264.mp4,Burglary076_x264,True,300,2048,./processed_data/features/Burglary076_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary077_x264.mp4,Burglary077_x264,True,128,2048,./processed_data/features/Burglary077_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary078_x264.mp4,Burglary078_x264,True,20,2048,./processed_data/features/Burglary078_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary079_x264.mp4,Burglary079_x264,True,300,2048,./processed_data/features/Burglary079_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary080_x264.mp4,Burglary080_x264,True,78,2048,./processed_data/features/Burglary080_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary081_x264.mp4,Burglary081_x264,True,28,2048,./processed_data/features/Burglary081_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary082_x264.mp4,Burglary082_x264,True,186,2048,./processed_data/features/Burglary082_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary083_x264.mp4,Burglary083_x264,True,300,2048,./processed_data/features/Burglary083_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary084_x264.mp4,Burglary084_x264,True,300,2048,./processed_data/features/Burglary084_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary085_x264.mp4,Burglary085_x264,True,192,2048,./processed_data/features/Burglary085_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary086_x264.mp4,Burglary086_x264,True,217,2048,./processed_data/features/Burglary086_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary087_x264.mp4,Burglary087_x264,True,148,2048,./processed_data/features/Burglary087_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary088_x264.mp4,Burglary088_x264,True,300,2048,./processed_data/features/Burglary088_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary089_x264.mp4,Burglary089_x264,True,224,2048,./processed_data/features/Burglary089_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary090_x264.mp4,Burglary090_x264,True,185,2048,./processed_data/features/Burglary090_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary091_x264.mp4,Burglary091_x264,True,222,2048,./processed_data/features/Burglary091_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary092_x264.mp4,Burglary092_x264,True,42,2048,./processed_data/features/Burglary092_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary093_x264.mp4,Burglary093_x264,True,51,2048,./processed_data/features/Burglary093_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary094_x264.mp4,Burglary094_x264,True,97,2048,./processed_data/features/Burglary094_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary095_x264.mp4,Burglary095_x264,True,300,2048,./processed_data/features/Burglary095_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary096_x264.mp4,Burglary096_x264,True,300,2048,./processed_data/features/Burglary096_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary097_x264.mp4,Burglary097_x264,True,20,2048,./processed_data/features/Burglary097_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary098_x264.mp4,Burglary098_x264,True,61,2048,./processed_data/features/Burglary098_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary099_x264.mp4,Burglary099_x264,True,89,2048,./processed_data/features/Burglary099_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-2/Burglary/Burglary100_x264.mp4,Burglary100_x264,True,300,2048,./processed_data/features/Burglary100_x264_features.npz,Burglary,True
./Anomaly-Videos-Part-3/Robbery/Robbery001_x264.mp4,Robbery001_x264,True,66,2048,./processed_data/features/Robbery001_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery002_x264.mp4,Robbery002_x264,True,214,2048,./processed_data/features/Robbery002_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery003_x264.mp4,Robbery003_x264,True,66,2048,./processed_data/features/Robbery003_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery004_x264.mp4,Robbery004_x264,True,102,2048,./processed_data/features/Robbery004_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery005_x264.mp4,Robbery005_x264,True,184,2048,./processed_data/features/Robbery005_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery006_x264.mp4,Robbery006_x264,True,227,2048,./processed_data/features/Robbery006_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery007_x264.mp4,Robbery007_x264,True,138,2048,./processed_data/features/Robbery007_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery008_x264.mp4,Robbery008_x264,True,151,2048,./processed_data/features/Robbery008_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery009_x264.mp4,Robbery009_x264,True,214,2048,./processed_data/features/Robbery009_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery010_x264.mp4,Robbery010_x264,True,205,2048,./processed_data/features/Robbery010_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery011_x264.mp4,Robbery011_x264,True,109,2048,./processed_data/features/Robbery011_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery012_x264.mp4,Robbery012_x264,True,50,2048,./processed_data/features/Robbery012_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery013_x264.mp4,Robbery013_x264,True,243,2048,./processed_data/features/Robbery013_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery014_x264.mp4,Robbery014_x264,True,300,2048,./processed_data/features/Robbery014_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery015_x264.mp4,Robbery015_x264,True,183,2048,./processed_data/features/Robbery015_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery016_x264.mp4,Robbery016_x264,True,111,2048,./processed_data/features/Robbery016_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery017_x264.mp4,Robbery017_x264,True,291,2048,./processed_data/features/Robbery017_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery018_x264.mp4,Robbery018_x264,True,192,2048,./processed_data/features/Robbery018_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery019_x264.mp4,Robbery019_x264,True,300,2048,./processed_data/features/Robbery019_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery020_x264.mp4,Robbery020_x264,True,294,2048,./processed_data/features/Robbery020_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery021_x264.mp4,Robbery021_x264,True,300,2048,./processed_data/features/Robbery021_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery022_x264.mp4,Robbery022_x264,True,235,2048,./processed_data/features/Robbery022_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery023_x264.mp4,Robbery023_x264,True,75,2048,./processed_data/features/Robbery023_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery024_x264.mp4,Robbery024_x264,True,160,2048,./processed_data/features/Robbery024_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery025_x264.mp4,Robbery025_x264,True,98,2048,./processed_data/features/Robbery025_x264_features.npz,Robbery,True
./Anomaly-Videos-Part-3/Robbery/Robbery026_x264.mp4,Robbery026_x264,True,300,2048,./processed_data/features/Robbery026_x264_features.npz,Robbery,True
