video_path,video_name,frames_extracted,total_frames,extraction_ratio
./Anomaly-Videos-Part-1/Arrest/Arrest021_x264.mp4,Arrest021_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest022_x264.mp4,Arrest022_x264,107,1595,0.0670846394984326
./Anomaly-Videos-Part-1/Arrest/Arrest023_x264.mp4,Arrest023_x264,121,1807,0.06696181516325402
./Anomaly-Videos-Part-1/Arrest/Arrest024_x264.mp4,Arrest024_x264,242,3629,0.06668503720033067
./Anomaly-Videos-Part-1/Arrest/Arrest025_x264.mp4,Arrest025_x264,71,1057,0.06717123935666983
./Anomaly-Videos-Part-1/Arrest/Arrest026_x264.mp4,Arrest026_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest027_x264.mp4,Arrest027_x264,114,1708,0.06674473067915691
./Anomaly-Videos-Part-1/Arrest/Arrest028_x264.mp4,Arrest028_x264,167,2495,0.06693386773547094
./Anomaly-Videos-Part-1/Arrest/Arrest029_x264.mp4,Arrest029_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest030_x264.mp4,Arrest030_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest031_x264.mp4,Arrest031_x264,124,1848,0.0670995670995671
./Anomaly-Videos-Part-1/Arrest/Arrest032_x264.mp4,Arrest032_x264,113,1684,0.0671021377672209
./Anomaly-Videos-Part-1/Arrest/Arrest033_x264.mp4,Arrest033_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest034_x264.mp4,Arrest034_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest035_x264.mp4,Arrest035_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest036_x264.mp4,Arrest036_x264,256,3827,0.0668931277763261
./Anomaly-Videos-Part-1/Arrest/Arrest037_x264.mp4,Arrest037_x264,143,2132,0.06707317073170732
./Anomaly-Videos-Part-1/Arrest/Arrest038_x264.mp4,Arrest038_x264,147,2193,0.06703146374829001
./Anomaly-Videos-Part-1/Arrest/Arrest039_x264.mp4,Arrest039_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest040_x264.mp4,Arrest040_x264,119,1774,0.06708004509582864
./Anomaly-Videos-Part-1/Arrest/Arrest041_x264.mp4,Arrest041_x264,257,3847,0.06680530283337666
./Anomaly-Videos-Part-1/Arrest/Arrest042_x264.mp4,Arrest042_x264,106,1590,0.06666666666666667
./Anomaly-Videos-Part-1/Arrest/Arrest043_x264.mp4,Arrest043_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest044_x264.mp4,Arrest044_x264,228,3411,0.06684256816182937
./Anomaly-Videos-Part-1/Arrest/Arrest046_x264.mp4,Arrest046_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest047_x264.mp4,Arrest047_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest048_x264.mp4,Arrest048_x264,272,4077,0.06671572234486142
./Anomaly-Videos-Part-1/Arrest/Arrest049_x264.mp4,Arrest049_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest050_x264.mp4,Arrest050_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-1/Arrest/Arrest051_x264.mp4,Arrest051_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary001_x264.mp4,Burglary001_x264,265,3969,0.06676744771982868
./Anomaly-Videos-Part-2/Burglary/Burglary002_x264.mp4,Burglary002_x264,205,3064,0.06690600522193212
./Anomaly-Videos-Part-2/Burglary/Burglary003_x264.mp4,Burglary003_x264,79,1173,0.06734867860187553
./Anomaly-Videos-Part-2/Burglary/Burglary004_x264.mp4,Burglary004_x264,120,1787,0.06715165081141578
./Anomaly-Videos-Part-2/Burglary/Burglary005_x264.mp4,Burglary005_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary006_x264.mp4,Burglary006_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary007_x264.mp4,Burglary007_x264,73,1085,0.06728110599078341
./Anomaly-Videos-Part-2/Burglary/Burglary008_x264.mp4,Burglary008_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary009_x264.mp4,Burglary009_x264,171,2557,0.06687524442706297
./Anomaly-Videos-Part-2/Burglary/Burglary010_x264.mp4,Burglary010_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary011_x264.mp4,Burglary011_x264,131,1964,0.06670061099796334
./Anomaly-Videos-Part-2/Burglary/Burglary012_x264.mp4,Burglary012_x264,114,1698,0.06713780918727916
./Anomaly-Videos-Part-2/Burglary/Burglary013_x264.mp4,Burglary013_x264,149,2234,0.06669650850492391
./Anomaly-Videos-Part-2/Burglary/Burglary014_x264.mp4,Burglary014_x264,172,2575,0.06679611650485437
./Anomaly-Videos-Part-2/Burglary/Burglary015_x264.mp4,Burglary015_x264,75,1121,0.06690454950936664
./Anomaly-Videos-Part-2/Burglary/Burglary016_x264.mp4,Burglary016_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary017_x264.mp4,Burglary017_x264,141,2113,0.06672976810222432
./Anomaly-Videos-Part-2/Burglary/Burglary018_x264.mp4,Burglary018_x264,75,1125,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary019_x264.mp4,Burglary019_x264,193,2891,0.06675890695261155
./Anomaly-Videos-Part-2/Burglary/Burglary020_x264.mp4,Burglary020_x264,221,3310,0.06676737160120846
./Anomaly-Videos-Part-2/Burglary/Burglary021_x264.mp4,Burglary021_x264,103,1537,0.06701366297983084
./Anomaly-Videos-Part-2/Burglary/Burglary022_x264.mp4,Burglary022_x264,190,2838,0.06694855532064835
./Anomaly-Videos-Part-2/Burglary/Burglary023_x264.mp4,Burglary023_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary024_x264.mp4,Burglary024_x264,241,3605,0.06685159500693481
./Anomaly-Videos-Part-2/Burglary/Burglary025_x264.mp4,Burglary025_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary026_x264.mp4,Burglary026_x264,103,1534,0.06714471968709257
./Anomaly-Videos-Part-2/Burglary/Burglary027_x264.mp4,Burglary027_x264,207,3096,0.06686046511627906
./Anomaly-Videos-Part-2/Burglary/Burglary028_x264.mp4,Burglary028_x264,64,954,0.06708595387840671
./Anomaly-Videos-Part-2/Burglary/Burglary029_x264.mp4,Burglary029_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary030_x264.mp4,Burglary030_x264,60,899,0.06674082313681869
./Anomaly-Videos-Part-2/Burglary/Burglary031_x264.mp4,Burglary031_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary032_x264.mp4,Burglary032_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary033_x264.mp4,Burglary033_x264,84,1259,0.06671961874503574
./Anomaly-Videos-Part-2/Burglary/Burglary034_x264.mp4,Burglary034_x264,86,1277,0.06734534064212999
./Anomaly-Videos-Part-2/Burglary/Burglary035_x264.mp4,Burglary035_x264,270,4050,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary036_x264.mp4,Burglary036_x264,67,1003,0.06679960119641076
./Anomaly-Videos-Part-2/Burglary/Burglary037_x264.mp4,Burglary037_x264,128,1920,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary038_x264.mp4,Burglary038_x264,60,899,0.06674082313681869
./Anomaly-Videos-Part-2/Burglary/Burglary039_x264.mp4,Burglary039_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary040_x264.mp4,Burglary040_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary041_x264.mp4,Burglary041_x264,121,1814,0.06670341786108049
./Anomaly-Videos-Part-2/Burglary/Burglary042_x264.mp4,Burglary042_x264,283,4233,0.06685565792582093
./Anomaly-Videos-Part-2/Burglary/Burglary043_x264.mp4,Burglary043_x264,36,539,0.06679035250463822
./Anomaly-Videos-Part-2/Burglary/Burglary044_x264.mp4,Burglary044_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary045_x264.mp4,Burglary045_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary046_x264.mp4,Burglary046_x264,153,2289,0.06684141546526867
./Anomaly-Videos-Part-2/Burglary/Burglary047_x264.mp4,Burglary047_x264,184,2760,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary048_x264.mp4,Burglary048_x264,110,1650,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary049_x264.mp4,Burglary049_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary050_x264.mp4,Burglary050_x264,77,1143,0.0673665791776028
./Anomaly-Videos-Part-2/Burglary/Burglary051_x264.mp4,Burglary051_x264,85,1262,0.06735340729001585
./Anomaly-Videos-Part-2/Burglary/Burglary052_x264.mp4,Burglary052_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary053_x264.mp4,Burglary053_x264,219,3271,0.06695200244573525
./Anomaly-Videos-Part-2/Burglary/Burglary054_x264.mp4,Burglary054_x264,30,450,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary055_x264.mp4,Burglary055_x264,188,2813,0.06683256309989336
./Anomaly-Videos-Part-2/Burglary/Burglary056_x264.mp4,Burglary056_x264,95,1415,0.06713780918727916
./Anomaly-Videos-Part-2/Burglary/Burglary057_x264.mp4,Burglary057_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary058_x264.mp4,Burglary058_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary059_x264.mp4,Burglary059_x264,30,445,0.06741573033707865
./Anomaly-Videos-Part-2/Burglary/Burglary060_x264.mp4,Burglary060_x264,52,766,0.06788511749347259
./Anomaly-Videos-Part-2/Burglary/Burglary061_x264.mp4,Burglary061_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary062_x264.mp4,Burglary062_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary063_x264.mp4,Burglary063_x264,284,4249,0.06683925629559896
./Anomaly-Videos-Part-2/Burglary/Burglary064_x264.mp4,Burglary064_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary065_x264.mp4,Burglary065_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary066_x264.mp4,Burglary066_x264,148,2208,0.06702898550724638
./Anomaly-Videos-Part-2/Burglary/Burglary067_x264.mp4,Burglary067_x264,88,1312,0.06707317073170732
./Anomaly-Videos-Part-2/Burglary/Burglary068_x264.mp4,Burglary068_x264,45,664,0.0677710843373494
./Anomaly-Videos-Part-2/Burglary/Burglary069_x264.mp4,Burglary069_x264,141,2105,0.0669833729216152
./Anomaly-Videos-Part-2/Burglary/Burglary070_x264.mp4,Burglary070_x264,54,798,0.06766917293233082
./Anomaly-Videos-Part-2/Burglary/Burglary071_x264.mp4,Burglary071_x264,239,3583,0.06670387943064471
./Anomaly-Videos-Part-2/Burglary/Burglary072_x264.mp4,Burglary072_x264,170,2544,0.06682389937106918
./Anomaly-Videos-Part-2/Burglary/Burglary073_x264.mp4,Burglary073_x264,185,2769,0.06681112314915132
./Anomaly-Videos-Part-2/Burglary/Burglary074_x264.mp4,Burglary074_x264,150,2236,0.06708407871198568
./Anomaly-Videos-Part-2/Burglary/Burglary075_x264.mp4,Burglary075_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary076_x264.mp4,Burglary076_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary077_x264.mp4,Burglary077_x264,128,1906,0.06715634837355719
./Anomaly-Videos-Part-2/Burglary/Burglary078_x264.mp4,Burglary078_x264,20,300,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary079_x264.mp4,Burglary079_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary080_x264.mp4,Burglary080_x264,78,1159,0.06729939603106126
./Anomaly-Videos-Part-2/Burglary/Burglary081_x264.mp4,Burglary081_x264,28,415,0.06746987951807229
./Anomaly-Videos-Part-2/Burglary/Burglary082_x264.mp4,Burglary082_x264,186,2777,0.06697875405113432
./Anomaly-Videos-Part-2/Burglary/Burglary083_x264.mp4,Burglary083_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary084_x264.mp4,Burglary084_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary085_x264.mp4,Burglary085_x264,192,2880,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary086_x264.mp4,Burglary086_x264,217,3247,0.0668309208500154
./Anomaly-Videos-Part-2/Burglary/Burglary087_x264.mp4,Burglary087_x264,148,2217,0.06675687866486242
./Anomaly-Videos-Part-2/Burglary/Burglary088_x264.mp4,Burglary088_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary089_x264.mp4,Burglary089_x264,224,3357,0.0667262436699434
./Anomaly-Videos-Part-2/Burglary/Burglary090_x264.mp4,Burglary090_x264,185,2766,0.06688358640636298
./Anomaly-Videos-Part-2/Burglary/Burglary091_x264.mp4,Burglary091_x264,222,3323,0.06680710201625037
./Anomaly-Videos-Part-2/Burglary/Burglary092_x264.mp4,Burglary092_x264,42,625,0.0672
./Anomaly-Videos-Part-2/Burglary/Burglary093_x264.mp4,Burglary093_x264,51,762,0.06692913385826772
./Anomaly-Videos-Part-2/Burglary/Burglary094_x264.mp4,Burglary094_x264,97,1441,0.06731436502428868
./Anomaly-Videos-Part-2/Burglary/Burglary095_x264.mp4,Burglary095_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary096_x264.mp4,Burglary096_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-2/Burglary/Burglary097_x264.mp4,Burglary097_x264,20,300,0.06666666666666667
./Anomaly-Videos-Part-2/Burglary/Burglary098_x264.mp4,Burglary098_x264,61,901,0.06770255271920089
./Anomaly-Videos-Part-2/Burglary/Burglary099_x264.mp4,Burglary099_x264,89,1333,0.06676669167291822
./Anomaly-Videos-Part-2/Burglary/Burglary100_x264.mp4,Burglary100_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery001_x264.mp4,Robbery001_x264,66,987,0.0668693009118541
./Anomaly-Videos-Part-3/Robbery/Robbery002_x264.mp4,Robbery002_x264,214,3203,0.06681236340930377
./Anomaly-Videos-Part-3/Robbery/Robbery003_x264.mp4,Robbery003_x264,66,984,0.06707317073170732
./Anomaly-Videos-Part-3/Robbery/Robbery004_x264.mp4,Robbery004_x264,102,1529,0.06671026814911707
./Anomaly-Videos-Part-3/Robbery/Robbery005_x264.mp4,Robbery005_x264,184,2759,0.0666908300108735
./Anomaly-Videos-Part-3/Robbery/Robbery006_x264.mp4,Robbery006_x264,227,3399,0.0667843483377464
./Anomaly-Videos-Part-3/Robbery/Robbery007_x264.mp4,Robbery007_x264,138,2064,0.06686046511627906
./Anomaly-Videos-Part-3/Robbery/Robbery008_x264.mp4,Robbery008_x264,151,2257,0.0669029685423128
./Anomaly-Videos-Part-3/Robbery/Robbery009_x264.mp4,Robbery009_x264,214,3203,0.06681236340930377
./Anomaly-Videos-Part-3/Robbery/Robbery010_x264.mp4,Robbery010_x264,205,3061,0.06697157791571381
./Anomaly-Videos-Part-3/Robbery/Robbery011_x264.mp4,Robbery011_x264,109,1627,0.06699446834665028
./Anomaly-Videos-Part-3/Robbery/Robbery012_x264.mp4,Robbery012_x264,50,749,0.06675567423230974
./Anomaly-Videos-Part-3/Robbery/Robbery013_x264.mp4,Robbery013_x264,243,3639,0.06677658697444352
./Anomaly-Videos-Part-3/Robbery/Robbery014_x264.mp4,Robbery014_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery015_x264.mp4,Robbery015_x264,183,2739,0.06681270536692223
./Anomaly-Videos-Part-3/Robbery/Robbery016_x264.mp4,Robbery016_x264,111,1653,0.06715063520871144
./Anomaly-Videos-Part-3/Robbery/Robbery017_x264.mp4,Robbery017_x264,291,4358,0.06677374942634236
./Anomaly-Videos-Part-3/Robbery/Robbery018_x264.mp4,Robbery018_x264,192,2879,0.06668982285515804
./Anomaly-Videos-Part-3/Robbery/Robbery019_x264.mp4,Robbery019_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery020_x264.mp4,Robbery020_x264,294,4403,0.06677265500794913
./Anomaly-Videos-Part-3/Robbery/Robbery021_x264.mp4,Robbery021_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery022_x264.mp4,Robbery022_x264,235,3513,0.06689439225732992
./Anomaly-Videos-Part-3/Robbery/Robbery023_x264.mp4,Robbery023_x264,75,1111,0.0675067506750675
./Anomaly-Videos-Part-3/Robbery/Robbery024_x264.mp4,Robbery024_x264,160,2395,0.06680584551148225
./Anomaly-Videos-Part-3/Robbery/Robbery025_x264.mp4,Robbery025_x264,98,1466,0.06684856753069578
./Anomaly-Videos-Part-3/Robbery/Robbery026_x264.mp4,Robbery026_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery027_x264.mp4,Robbery027_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery028_x264.mp4,Robbery028_x264,157,2342,0.06703672075149444
./Anomaly-Videos-Part-3/Robbery/Robbery029_x264.mp4,Robbery029_x264,146,2183,0.0668804397617957
./Anomaly-Videos-Part-3/Robbery/Robbery030_x264.mp4,Robbery030_x264,199,2976,0.06686827956989247
./Anomaly-Videos-Part-3/Robbery/Robbery031_x264.mp4,Robbery031_x264,74,1107,0.06684733514001806
./Anomaly-Videos-Part-3/Robbery/Robbery032_x264.mp4,Robbery032_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery033_x264.mp4,Robbery033_x264,64,950,0.06736842105263158
./Anomaly-Videos-Part-3/Robbery/Robbery034_x264.mp4,Robbery034_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery035_x264.mp4,Robbery035_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery036_x264.mp4,Robbery036_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery037_x264.mp4,Robbery037_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery038_x264.mp4,Robbery038_x264,123,1832,0.06713973799126638
./Anomaly-Videos-Part-3/Robbery/Robbery039_x264.mp4,Robbery039_x264,35,525,0.06666666666666667
./Anomaly-Videos-Part-3/Robbery/Robbery040_x264.mp4,Robbery040_x264,70,1044,0.06704980842911877
./Anomaly-Videos-Part-3/Robbery/Robbery041_x264.mp4,Robbery041_x264,92,1367,0.06730065837600585
./Anomaly-Videos-Part-3/Robbery/Robbery042_x264.mp4,Robbery042_x264,145,2172,0.06675874769797421
./Anomaly-Videos-Part-3/Robbery/Robbery043_x264.mp4,Robbery043_x264,70,1038,0.0674373795761079
./Anomaly-Videos-Part-3/Robbery/Robbery044_x264.mp4,Robbery044_x264,32,468,0.06837606837606838
./Anomaly-Videos-Part-3/Robbery/Robbery045_x264.mp4,Robbery045_x264,223,3331,0.06694686280396277
./Anomaly-Videos-Part-3/Robbery/Robbery046_x264.mp4,Robbery046_x264,57,852,0.06690140845070422
./Anomaly-Videos-Part-3/Robbery/Robbery047_x264.mp4,Robbery047_x264,102,1527,0.06679764243614932
./Anomaly-Videos-Part-3/Robbery/Robbery048_x264.mp4,Robbery048_x264,94,1409,0.0667139815471966
./Anomaly-Videos-Part-3/Robbery/Robbery049_x264.mp4,Robbery049_x264,132,1980,0.06666666666666667
./Anomaly-Videos-Part-3/Robbery/Robbery050_x264.mp4,Robbery050_x264,114,1701,0.06701940035273368
./Anomaly-Videos-Part-3/Robbery/Robbery051_x264.mp4,Robbery051_x264,107,1594,0.0671267252195734
./Anomaly-Videos-Part-3/Robbery/Robbery052_x264.mp4,Robbery052_x264,241,3601,0.06692585392946404
./Anomaly-Videos-Part-3/Robbery/Robbery053_x264.mp4,Robbery053_x264,123,1835,0.0670299727520436
./Anomaly-Videos-Part-3/Robbery/Robbery054_x264.mp4,Robbery054_x264,132,1977,0.06676783004552352
./Anomaly-Videos-Part-3/Robbery/Robbery055_x264.mp4,Robbery055_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery056_x264.mp4,Robbery056_x264,185,2761,0.06700470843897138
./Anomaly-Videos-Part-3/Robbery/Robbery057_x264.mp4,Robbery057_x264,143,2145,0.06666666666666667
./Anomaly-Videos-Part-3/Robbery/Robbery058_x264.mp4,Robbery058_x264,118,1759,0.06708357021034679
./Anomaly-Videos-Part-3/Robbery/Robbery059_x264.mp4,Robbery059_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery060_x264.mp4,Robbery060_x264,141,2106,0.06695156695156695
./Anomaly-Videos-Part-3/Robbery/Robbery061_x264.mp4,Robbery061_x264,246,3681,0.06682966585167074
./Anomaly-Videos-Part-3/Robbery/Robbery062_x264.mp4,Robbery062_x264,241,3610,0.0667590027700831
./Anomaly-Videos-Part-3/Robbery/Robbery063_x264.mp4,Robbery063_x264,143,2133,0.06704172526957337
./Anomaly-Videos-Part-3/Robbery/Robbery064_x264.mp4,Robbery064_x264,95,1416,0.067090395480226
./Anomaly-Videos-Part-3/Robbery/Robbery065_x264.mp4,Robbery065_x264,160,2396,0.0667779632721202
./Anomaly-Videos-Part-3/Robbery/Robbery066_x264.mp4,Robbery066_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery067_x264.mp4,Robbery067_x264,267,3991,0.0669005261839138
./Anomaly-Videos-Part-3/Robbery/Robbery068_x264.mp4,Robbery068_x264,27,395,0.06835443037974684
./Anomaly-Videos-Part-3/Robbery/Robbery069_x264.mp4,Robbery069_x264,46,689,0.06676342525399129
./Anomaly-Videos-Part-3/Robbery/Robbery070_x264.mp4,Robbery070_x264,40,591,0.0676818950930626
./Anomaly-Videos-Part-3/Robbery/Robbery071_x264.mp4,Robbery071_x264,105,1562,0.06722151088348272
./Anomaly-Videos-Part-3/Robbery/Robbery072_x264.mp4,Robbery072_x264,93,1394,0.0667144906743185
./Anomaly-Videos-Part-3/Robbery/Robbery073_x264.mp4,Robbery073_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery074_x264.mp4,Robbery074_x264,53,784,0.06760204081632654
./Anomaly-Videos-Part-3/Robbery/Robbery075_x264.mp4,Robbery075_x264,195,2921,0.06675795960287573
./Anomaly-Videos-Part-3/Robbery/Robbery076_x264.mp4,Robbery076_x264,52,776,0.06701030927835051
./Anomaly-Videos-Part-3/Robbery/Robbery077_x264.mp4,Robbery077_x264,76,1140,0.06666666666666667
./Anomaly-Videos-Part-3/Robbery/Robbery078_x264.mp4,Robbery078_x264,161,2402,0.06702747710241465
./Anomaly-Videos-Part-3/Robbery/Robbery079_x264.mp4,Robbery079_x264,50,748,0.06684491978609626
./Anomaly-Videos-Part-3/Robbery/Robbery080_x264.mp4,Robbery080_x264,166,2479,0.06696248487293263
./Anomaly-Videos-Part-3/Robbery/Robbery081_x264.mp4,Robbery081_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery082_x264.mp4,Robbery082_x264,106,1577,0.06721623335447051
./Anomaly-Videos-Part-3/Robbery/Robbery083_x264.mp4,Robbery083_x264,65,966,0.06728778467908902
./Anomaly-Videos-Part-3/Robbery/Robbery084_x264.mp4,Robbery084_x264,215,3217,0.06683245259558596
./Anomaly-Videos-Part-3/Robbery/Robbery085_x264.mp4,Robbery085_x264,125,1874,0.06670224119530416
./Anomaly-Videos-Part-3/Robbery/Robbery086_x264.mp4,Robbery086_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery087_x264.mp4,Robbery087_x264,67,1004,0.06673306772908366
./Anomaly-Videos-Part-3/Robbery/Robbery088_x264.mp4,Robbery088_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery089_x264.mp4,Robbery089_x264,19,272,0.06985294117647059
./Anomaly-Videos-Part-3/Robbery/Robbery090_x264.mp4,Robbery090_x264,300,4486,0.06687472135532768
./Anomaly-Videos-Part-3/Robbery/Robbery091_x264.mp4,Robbery091_x264,127,1904,0.0667016806722689
./Anomaly-Videos-Part-3/Robbery/Robbery092_x264.mp4,Robbery092_x264,57,850,0.06705882352941177
./Anomaly-Videos-Part-3/Robbery/Robbery093_x264.mp4,Robbery093_x264,78,1170,0.06666666666666667
./Anomaly-Videos-Part-3/Robbery/Robbery094_x264.mp4,Robbery094_x264,250,3736,0.06691648822269808
./Anomaly-Videos-Part-3/Robbery/Robbery095_x264.mp4,Robbery095_x264,85,1261,0.06740681998413957
